player_id,outfielder_block,interception,total_tackle,last_man_tackle,total_clearance,head_clearance,aerial_won,own_goals,error_lead_to_goal,penalty_conceded,fouls,aerial_lost
50136.0,2.0,14.0,31.0,0.0,35.0,14.0,11.0,0.0,0.0,0.0,14.0,7.0
133644.0,2.0,3.0,37.0,0.0,18.0,14.0,68.0,0.0,0.0,0.0,28.0,104.0
128282.0,2.0,15.0,17.0,0.0,14.0,7.0,14.0,0.0,2.0,0.0,12.0,17.0
159689.0,2.0,4.0,15.0,0.0,23.0,18.0,69.0,0.0,0.0,0.0,43.0,93.0
11241.0,2.0,2.0,0.0,0.0,11.0,7.0,8.0,0.0,0.0,0.0,1.0,10.0
43997.0,2.0,1.0,5.0,0.0,9.0,6.0,37.0,0.0,0.0,0.0,15.0,39.0
160118.0,2.0,3.0,8.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.0,3.0
160313.0,2.0,23.0,37.0,0.0,37.0,14.0,24.0,0.0,0.0,1.0,14.0,9.0
161459.0,2.0,12.0,38.0,0.0,7.0,0.0,15.0,0.0,0.0,0.0,21.0,38.0
50336.0,2.0,14.0,10.0,0.0,19.0,8.0,3.0,0.0,0.0,0.0,2.0,5.0
94228.0,2.0,15.0,34.0,0.0,17.0,10.0,50.0,0.0,0.0,0.0,19.0,64.0
160846.0,2.0,8.0,8.0,0.0,4.0,1.0,7.0,0.0,0.0,0.0,15.0,17.0
161548.0,2.0,38.0,78.0,2.0,27.0,13.0,29.0,0.0,0.0,0.0,23.0,29.0
130554.0,2.0,8.0,20.0,0.0,14.0,5.0,5.0,0.0,0.0,0.0,6.0,7.0
133675.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0
31712.0,2.0,12.0,21.0,0.0,4.0,3.0,19.0,0.0,0.0,0.0,27.0,31.0
